107,92,64
108,92,64
108,92,64
109,92,65
109,91,65
110,91,65
110,91,65
111,91,65
112,91,65
112,91,65
113,90,65
113,90,65
114,90,65
114,90,65
115,90,65
115,90,65
116,89,66
117,89,66
117,89,66
118,89,66
118,89,66
119,89,66
119,88,67
120,88,67
120,88,67
120,88,67
121,88,67
121,88,68
122,87,68
122,87,68
123,87,68
123,87,69
124,87,69
124,87,69
124,87,69
125,86,70
125,86,70
125,86,70
126,86,70
126,86,71
127,86,71
127,86,71
127,85,72
127,85,72
128,85,72
128,85,73
128,85,73
129,85,73
129,85,74
129,85,74
129,85,75
130,84,75
130,84,75
130,84,76
130,84,76
130,84,77
131,84,77
131,84,77
131,84,78
131,84,78
131,84,79
131,84,79
131,83,80
131,83,80
131,83,80
132,83,81
132,83,81
132,83,82
132,83,82
132,83,83
132,83,83
132,83,84
132,83,84
132,83,85
131,83,85
131,83,86
131,83,86
131,83,87
131,83,87
131,83,88
131,83,88
131,83,89
131,83,90
130,83,90
130,83,91
130,83,91
130,83,92
130,83,92
129,83,93
129,83,93
129,83,94
129,83,94
128,83,95
128,83,96
128,83,96
127,83,97
127,83,97
127,83,98
126,83,98
126,83,99
126,83,100
125,83,100
125,83,101
124,83,101
124,83,102
124,83,102
123,83,103
123,84,103
122,84,104
122,84,105
121,84,105
121,84,106
120,84,106
120,84,107
119,84,107
119,84,108
118,84,108
118,85,109
117,85,110
117,85,110
116,85,111
115,85,111
115,85,112
114,85,112
114,85,113
113,85,113
112,86,114
112,86,114
111,86,115
111,86,115
110,86,116
109,86,116
109,86,117
108,87,117
107,87,117
107,87,118
106,87,118
105,87,119
105,87,119
104,87,120
103,88,120
103,88,120
102,88,121
101,88,121
101,88,122
100,88,122
99,89,122
99,89,123
98,89,123
97,89,123
97,89,124
96,89,124
95,90,124
94,90,125
94,90,125
93,90,125
92,90,125
92,91,126
91,91,126
90,91,126
90,91,126
89,91,127
88,91,127
88,92,127
87,92,127
86,92,127
86,92,127
85,92,128
84,93,128
84,93,128
83,93,128
82,93,128
82,93,128
81,93,128
80,94,128
80,94,128
79,94,128
79,94,128
78,94,128
77,95,128
77,95,128
76,95,128
76,95,128
75,95,128
74,95,128
74,96,128
73,96,128
73,96,128
72,96,128
72,96,128
71,96,128
71,97,128
70,97,127
70,97,127
69,97,127
69,97,127
68,97,127
68,98,127
67,98,126
67,98,126
66,98,126
66,98,126
65,98,125
65,99,125
65,99,125
64,99,125
64,99,124
63,99,124
63,99,124
63,99,123
62,100,123
62,100,123
62,100,122
61,100,122
61,100,122
61,100,121
61,100,121
60,100,120
60,101,120
60,101,120
59,101,119
59,101,119
59,101,118
59,101,118
59,101,118
58,101,117
58,101,117
58,102,116
58,102,116
58,102,115
58,102,115
58,102,114
57,102,114
57,102,113
57,102,113
57,102,112
57,102,112
57,102,111
57,102,111
57,102,110
57,103,110
57,103,109
57,103,108
57,103,108
57,103,107
57,103,107
57,103,106
57,103,106
57,103,105
57,103,105
57,103,104
57,103,103
57,103,103
57,103,102
57,103,102
58,103,101
58,103,101
58,103,100
58,103,100
58,103,99
58,103,98
59,103,98
59,103,97
59,103,97
59,103,96
59,103,96
60,103,95
60,103,94
60,103,94
60,103,93
61,103,93
61,103,92
61,103,92
61,103,91
62,103,91
62,103,90
62,103,89
63,103,89
63,103,88
63,103,88
64,103,87
64,103,87
64,103,86
65,103,86
65,103,85
65,103,85
66,102,84
66,102,84
67,102,83
67,102,83
67,102,82
68,102,82
68,102,81
69,102,81
69,102,80
70,102,80
70,102,79
70,102,79
71,101,78
71,101,78
72,101,78
72,101,77
73,101,77
73,101,76
74,101,76
74,101,76
75,101,75
75,101,75
76,100,74
76,100,74
77,100,74
78,100,73
78,100,73
79,100,73
79,100,72
80,100,72
80,99,72
81,99,71
81,99,71
82,99,71
83,99,70
83,99,70
84,99,70
84,98,69
85,98,69
86,98,69
86,98,69
87,98,68
87,98,68
88,97,68
89,97,68
89,97,67
90,97,67
90,97,67
91,97,67
92,97,67
92,96,66
93,96,66
93,96,66
94,96,66
95,96,66
95,96,66
96,95,66
97,95,65
97,95,65
98,95,65
98,95,65
99,95,65
100,94,65
100,94,65
101,94,65
101,94,65
102,94,65
103,93,65
103,93,65
104,93,64
105,93,64
105,93,64
106,93,64
106,92,64
